ParSetIndex,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
k_ppt49,2.251747,2.952939,0.7823225,0.1628528,0.9138907,0.7847451,1.876115,1.906274,0.8552466,1.183454,2.288402,2.425655,1.723661,0.4758822,0.3337887,1.138189,1.034248,1.165230,0.8714455,2.710837,0.7898266,0.8221845,0.7809090,1.770940,1.697981,1.075362,0.6998170,0.7115366,1.698149,1.622760,1.428699,1.306960,0.8495300,0.9229968,0.8473836,1.330518,1.402626,2.465899,1.036244,0.7992874,0.9149092,1.024866,1.528256,0.8997592,2.275660,0.6335225,0.7978151,0.9305809,0.4601529,1.372755
k_ppt50,0.5847357,1.365239,0.5733464,0.9529112,1.027556,1.264317,1.140173,1.012319,0.4287743,1.858124,4.457843,1.899256,0.9594090,0.8208417,3.484677,1.474510,1.446383,2.437728,2.238683,1.166061,0.3276258,0.6074406,0.6880878,2.760830,1.049781,1.063469,0.7478508,1.876069,0.9788317,1.921280,0.5351096,2.337949,0.8389083,2.062079,1.146489,6.638227,4.419603,1.180583,3.276856,0.5146628,0.6331813,2.867970,0.8201517,0.3584326,2.035039,1.227792,0.5045004,1.281894,0.8720120,0.6735585
k_ppt51,0.5846305,0.6200515,2.585494,0.8733296,2.241939,1.369507,0.6487023,0.6320295,0.9998145,1.128917,2.203310,2.091165,0.7836022,1.886854,2.191567,1.985541,1.880888,1.539351,3.330375,0.9685134,1.273547,1.339603,2.295023,3.960845,0.5549648,1.834571,2.387831,1.660619,1.182097,1.379967,0.5262185,4.463896,1.197998,0.8360643,1.327217,2.199281,0.6338837,1.155649,1.384128,1.269107,0.4939873,1.528853,1.473530,1.255277,1.447544,7.639276,0.7549512,0.8275774,2.292350,1.174562
k_ppt52,1.332076,2.220555,5.123433,1.405671,2.344062,1.596963,1.437797,0.8049917,2.018168,2.443231,2.545078,2.088707,2.071955,1.483483,3.595309,1.325892,1.388890,0.9897583,4.171886,2.056637,3.105615,3.104673,4.796256,1.398545,0.5336342,4.001946,2.123464,4.677689,1.544670,1.101049,0.8663160,3.160712,2.131979,1.690061,1.330516,1.541849,2.033075,1.758140,1.777440,0.8330847,2.628671,2.382281,0.8409790,4.447131,1.266384,3.800937,0.6232726,1.678168,1.054072,4.336646
k_ppt53,1.537648,1.551466,2.436174,1.954394,2.491615,2.590672,3.212066,3.129328,5.074858,3.228800,1.458447,6.395153,0.7808026,2.516353,2.890229,0.7845007,1.191865,3.373767,2.174548,1.198877,1.207422,1.861486,4.052953,1.840206,0.6849323,0.9460615,2.799260,2.551204,2.846627,1.079514,1.217789,1.530406,2.713213,0.7253115,2.766078,1.485646,1.974356,1.783458,1.724287,0.6762196,3.271041,2.787290,1.393133,4.933867,0.5631889,1.432518,1.328892,1.143915,0.9225484,3.772350
k_ppt54,2.764562,3.009193,1.048251,4.354268,3.045890,1.863120,2.075476,1.918272,3.683437,2.807143,2.378152,1.721916,2.583733,11.91577,3.287795,1.731845,2.181359,3.044060,2.261426,6.225609,1.583777,1.047654,4.292476,1.401113,1.107462,0.9590300,2.616546,3.416188,2.309807,1.279577,2.480802,1.951034,0.5359772,1.292560,6.500628,2.424945,1.565327,1.418423,1.738176,2.887545,2.067930,1.916626,1.087666,3.356909,2.647289,0.9184954,1.509389,1.191237,2.022425,1.556198
k_ppt55,2.597397,2.620383,1.215677,2.397904,1.530786,0.8891569,2.932184,4.306997,1.656900,0.8830699,1.487493,1.217181,2.957221,3.788635,2.168146,2.570241,3.148497,1.345705,1.763084,0.7943568,4.465929,1.955402,1.670366,2.564045,0.5036526,1.829550,1.010435,1.452779,3.664627,0.8528370,2.129329,1.715152,2.703426,1.496710,1.841748,1.445377,2.096730,1.148602,1.534436,2.795341,2.034541,2.916574,1.225550,1.949250,0.7701639,0.9679632,3.616403,0.6044990,1.557661,0.7371464
k_ppt56,2.032254,1.214843,2.902942,2.254469,1.730912,2.136712,1.932934,3.705749,2.425055,1.636713,2.513389,1.906679,3.828590,0.5470375,4.222431,2.420225,4.070111,3.552985,1.402189,1.549581,1.182521,2.174012,0.7282973,2.188717,2.798270,4.585578,1.920339,1.954682,2.427482,4.851711,1.357301,2.167134,1.006626,0.7939768,1.625894,1.951878,1.431971,2.226044,0.3337592,2.829882,4.680909,3.771707,1.967749,0.8222501,2.629973,1.831822,2.069031,1.409532,2.647668,2.735954
k_ppt57,1.123662,1.914766,0.8883814,0.2765211,1.127518,1.296413,1.512890,2.557797,1.009424,1.385995,2.067988,1.036609,1.093257,0.7280822,0.7861929,1.339567,0.7141766,1.103808,1.248420,1.210884,1.378224,1.267281,0.4856415,0.8560805,1.459702,1.227747,0.5870459,0.2151221,1.534743,1.575750,1.627059,0.6981749,1.271434,1.770715,0.6494873,0.7133190,0.9943557,0.7178260,1.054681,0.8168779,0.8936380,0.6005155,1.012670,2.004193,4.650963,1.309257,1.494099,1.474528,0.6458066,1.492875
k_ppt58,1.018879,0.5474383,1.177443,0.9514651,2.753678,2.021492,1.006456,1.352263,1.167531,2.472977,2.632208,1.094162,1.363425,2.134156,2.122235,1.384326,1.533088,1.855184,4.787378,1.325436,1.820594,0.8145497,0.5845186,2.305245,1.354888,1.032198,0.8878883,1.203828,1.217366,0.8567814,1.955044,0.7107725,0.8117263,0.5231099,0.7043049,3.124808,2.053087,0.4784697,1.292673,2.022735,0.9074033,2.295980,1.265024,1.466053,1.571625,0.9759513,0.6553947,1.126982,0.3475756,0.7118754
k_ppt59,2.487064,1.404804,1.944141,2.306180,1.042604,1.489626,0.6755415,0.4486258,1.455294,2.491773,1.559853,1.165035,1.563427,4.148678,2.529432,5.462835,1.385331,2.298527,3.277712,1.455578,1.870463,2.647588,2.003525,0.7093687,0.9428699,2.349178,2.620400,1.056277,1.619676,1.306560,2.499643,2.704261,1.396711,3.078046,2.661876,1.562081,1.033992,1.665370,1.461753,2.414769,2.269246,3.984955,4.807426,0.8091853,1.092048,2.939761,1.162658,1.082598,0.7384227,0.5387472
k_ppt60,0.9635811,1.241205,5.951157,4.993710,0.6930572,2.876787,1.174490,0.9918128,0.6991843,2.728221,0.9728068,1.117371,6.590869,1.523971,2.785503,5.303436,0.7651653,2.468977,1.583170,2.972971,4.494123,4.487612,3.925757,1.573145,1.149612,1.835408,3.724437,5.044314,2.104981,1.992883,2.397779,3.702087,2.027100,2.464241,2.647880,2.128340,3.541416,3.912504,0.7363841,2.038753,1.684184,3.894061,1.983909,2.566231,1.855430,3.208257,0.8659845,2.431694,2.080725,3.608685
k_ppt61,2.094708,1.203816,10.09775,2.018004,0.4779883,1.346788,1.939644,1.527080,1.927575,3.300824,0.4535270,5.397197,1.496111,1.931433,3.215117,1.446006,2.982709,3.401084,0.7256473,2.223348,5.270217,1.003717,4.531294,2.165522,1.462370,0.9028862,3.660005,3.450486,1.385487,1.423077,3.347589,2.638342,1.939054,2.408857,3.445529,1.184482,2.419150,6.607059,1.169217,3.217938,2.527048,2.647925,1.849652,3.405175,3.451136,1.073975,1.993246,3.221498,2.284831,4.190316
k_ppt62,0.9180249,3.630681,1.457190,2.167860,1.671658,1.185530,2.374484,6.451575,5.208314,5.124305,1.031234,2.729513,0.8254387,4.302120,0.9274768,0.6469465,3.437364,1.104872,1.974365,2.022126,3.030206,1.778905,3.790681,3.810864,1.532898,0.5753351,1.262882,1.071242,3.040023,0.8124431,1.896788,1.564788,1.509513,2.188771,3.585526,1.332683,5.625996,1.940380,3.152155,3.118077,1.742161,0.9577386,1.663609,4.094297,5.857990,0.6137736,5.248388,2.135533,2.535697,2.891177
k_ppt63,2.501012,1.668355,1.860454,1.824522,1.794611,0.9310285,3.422378,5.798229,2.407137,1.103026,2.922284,1.834700,1.939156,3.044639,2.868674,2.361555,1.926945,0.9454008,1.070460,1.719760,3.485669,1.826597,1.534757,2.551404,1.672646,1.689503,1.377662,1.433930,2.496941,0.9860813,2.103058,1.209060,4.066965,1.349400,1.281355,1.017704,2.127952,1.896865,1.794888,4.232622,1.844926,1.047533,1.650526,0.7724242,1.373285,2.365352,3.137511,0.7333344,4.155406,2.883722
k_ppt64,2.747727,0.6745115,2.091559,3.065590,1.209627,0.6295744,2.597112,1.516999,2.943325,0.3976820,3.423310,0.7647619,2.395201,1.946800,1.578956,3.252151,1.864184,2.824832,0.4322168,0.4811870,0.6608919,0.8486277,0.8860420,2.796199,1.503926,2.733401,0.6151231,0.6334412,1.779588,6.470917,1.401507,1.241281,3.320340,1.236659,2.262774,1.764610,1.165976,3.012895,1.334925,2.352805,3.084648,1.558620,4.379911,1.228651,1.288660,4.157181,0.9573252,0.9662654,4.276434,2.921162
k_ppt65,1.259057,0.9380887,0.4964949,0.2971443,1.187496,3.163473,0.3245475,0.3289109,1.151389,1.017710,6.120451,2.099515,1.193210,1.050423,0.7187369,0.4767771,0.3957318,1.518229,1.655491,1.072066,0.8870033,0.2189819,0.7724990,0.8832722,4.957826,4.349812,1.304071,0.6596289,2.022518,1.190906,1.729819,1.933181,0.7570130,0.8648107,0.5350648,1.545648,1.465805,0.9859174,0.8925486,1.228285,1.000376,0.6568699,1.435096,1.049703,1.930380,1.105988,1.516465,0.5656783,0.4445250,0.6228066
k_ppt66,0.7345482,1.258909,1.161313,1.010954,1.382371,2.371643,0.6363875,1.356371,0.8847526,1.190577,1.645436,0.7755412,1.045909,1.413838,0.7372650,0.7386524,1.529831,1.785486,2.954909,1.099608,1.152589,1.636858,0.3572564,1.566103,1.155400,1.974042,3.593841,1.018984,0.8941068,0.8823525,1.406134,1.567881,1.260643,2.305123,0.9100861,1.878565,1.541267,1.002783,0.9334758,1.743234,1.588337,1.480539,2.107110,1.218081,2.795206,3.094013,3.455524,1.623375,0.9415091,0.6279982
k_ppt67,1.852539,0.6775657,1.915560,3.986669,0.8184414,1.479097,1.669593,1.052828,1.459465,2.211305,0.8414881,0.6939331,2.129415,1.630662,1.392689,3.147891,1.869130,2.638010,1.266954,1.226514,0.8886662,3.836297,1.393800,0.4175665,0.7308489,2.354427,4.433027,2.664595,0.7244228,1.010366,1.053813,1.600022,0.5812424,2.405599,3.144891,1.697166,0.7714339,1.604026,1.151341,0.8896585,1.085050,2.105998,2.345221,1.938199,3.493253,2.036398,3.685780,1.296531,0.5896060,1.149944
k_ppt68,0.7412710,1.172211,4.680525,7.892616,1.037664,1.607283,0.8159437,0.7712072,3.245151,3.942836,0.5102332,0.7219968,2.838108,0.5271301,1.061881,2.633952,1.777190,2.774810,0.8937483,3.884836,3.549592,2.429776,1.333977,1.130738,0.7442558,4.843755,2.834710,2.751512,1.726667,1.028417,1.556393,2.154245,1.110318,1.588196,1.604781,1.005916,1.535147,2.392574,1.075858,1.256057,2.625949,3.119751,3.011845,2.134933,2.230580,1.767367,2.739326,5.356967,1.009938,2.863936
k_ppt69,2.057456,2.781039,2.836616,1.867033,1.219934,2.180699,1.925861,0.5309198,2.534235,2.702120,0.7520382,1.531035,2.706427,2.157519,0.6301875,1.481875,3.265023,0.9659866,0.5570599,1.680393,7.268307,1.807273,0.9540786,2.629481,3.756780,1.585979,1.512884,3.408663,0.5576052,2.002530,2.352247,2.302918,1.673736,2.503761,1.022949,0.7352225,1.644045,1.708736,2.790052,1.350024,1.255727,0.4038776,2.181862,3.296854,1.068031,0.7925151,2.367560,3.445650,3.108697,1.713308
k_ppt70,2.306775,5.542121,1.085199,1.488214,1.649661,0.9487163,2.224415,1.088061,3.797154,2.087739,1.895323,2.692968,1.381774,6.248098,1.734194,1.076355,1.380027,1.073163,1.024599,1.291834,7.741149,4.103686,3.410545,0.8073502,2.478993,1.504347,0.4568687,2.724615,1.707636,5.054277,3.640390,0.9106528,6.735458,3.025424,1.551262,1.570838,1.462119,1.765394,6.835360,1.169291,1.729027,1.594106,1.093100,0.9143795,1.447274,1.714958,2.016444,4.279861,3.875678,4.268797
k_ppt71,3.401046,3.110199,1.260489,2.321864,6.483399,2.334975,3.861217,2.313012,6.209555,1.488655,2.896458,1.648298,0.5851540,1.269881,3.077592,2.247080,2.919390,1.065084,2.900519,0.7642369,2.425595,3.013887,2.712442,1.749775,5.143835,0.5678377,0.7721218,1.921972,3.968852,1.590312,0.8510448,3.090995,8.333951,1.647654,3.252118,0.9652362,1.063447,1.934211,5.089719,3.061000,3.330023,0.9341301,1.504641,1.910753,1.946868,1.712549,1.226321,0.9349089,2.643777,1.850857
k_ppt72,1.240505,0.8134458,1.050172,1.935323,0.8302158,2.456049,4.738290,1.611786,2.366772,0.3918323,0.9168871,3.279304,0.8733909,1.021505,2.762497,1.582998,3.903365,2.328470,3.205343,0.5474295,0.7500833,2.760540,1.608107,3.104874,1.446653,1.113288,1.717753,0.5165598,1.944348,2.764213,2.498364,1.604706,3.136384,0.9861801,1.514353,1.668393,0.5220789,0.8677021,3.662945,0.7457561,2.115082,2.297166,3.448643,2.073900,1.137334,2.237942,0.7912635,1.345600,2.795489,5.228731
k_ppt73,2.879390,0.6727438,1.104462,1.731547,1.076310,4.453980,1.719251,1.261506,0.8842423,0.7195709,1.968046,2.995524,0.6400781,0.8995479,1.751968,0.6935729,1.257029,1.673429,0.8674474,1.323200,0.4732180,0.4950778,0.8460634,2.209538,4.069060,3.862429,1.184126,0.8277471,1.058963,3.226451,0.6497329,0.7760680,0.8529785,1.204518,0.6637151,2.908725,1.526962,1.579121,1.147284,2.975416,1.446124,1.378192,1.008328,2.015959,1.939439,1.324987,1.141460,1.772442,1.170062,0.3702482
k_ppt74,2.162074,1.209448,4.221915,1.203889,1.661792,1.571330,3.223807,1.603602,1.397087,1.295719,1.066849,0.5218713,1.040529,1.804334,0.6638291,0.9868953,1.776013,1.757158,1.864564,2.201831,0.7179565,1.954038,1.104204,1.341205,0.7160146,2.812533,3.901515,1.212421,2.437613,1.754818,0.7374881,0.7029619,0.5941409,1.997895,1.417628,1.916079,4.509034,1.549020,1.855985,2.028360,3.218085,2.066463,1.054672,2.055977,7.627963,0.8339866,2.038281,1.040574,0.3971761,0.6329974
k_ppt75,0.5222227,0.9974719,3.728556,2.640381,0.5873571,1.123692,1.884433,0.5653390,1.092299,0.7524680,0.5037618,0.3771498,1.336714,1.188824,0.9770333,1.022127,1.000235,1.633745,1.874101,1.097238,0.8802381,2.610517,0.6386584,0.6832592,0.5648100,2.280424,1.591226,2.580649,2.135308,0.4326877,0.4123379,0.8661656,0.5449395,1.279747,3.132584,1.662096,2.052911,1.084301,1.077962,1.407593,3.036084,2.011031,1.341036,1.920638,7.788772,1.583417,1.207046,0.5233149,1.433155,1.417957
k_ppt76,0.7288852,1.609337,2.603893,8.984384,2.119881,2.808280,1.098971,0.5858922,0.8007949,1.489296,0.6318738,1.110762,0.7956243,0.9242477,1.107539,1.050950,0.8187360,1.587471,1.027385,2.699528,3.563884,2.290077,0.5702687,0.4988407,1.064685,1.013408,1.495921,1.965687,0.6751360,1.391271,1.207272,0.3403663,0.5437655,2.420964,0.7701665,3.237574,0.9350819,1.490998,1.502660,0.7500487,2.526249,1.558156,0.8449541,2.418949,2.479204,0.5613099,2.155330,0.8194240,1.247320,2.320538
k_ppt77,0.7754498,1.320920,1.078585,1.667179,1.848528,2.659824,1.800690,0.5263848,0.6748170,1.342920,1.057540,1.352402,1.819241,1.849064,0.5527471,1.383755,1.084350,0.3642310,0.7990658,1.052859,1.204159,2.116648,0.9731250,0.5698807,1.833148,0.7048969,1.038031,1.539944,0.6352875,2.858470,3.240817,0.6538830,0.9384396,1.012798,0.6998862,0.6807796,2.080425,1.985120,1.689702,0.7485581,1.810650,1.403784,1.477778,1.399570,0.6457771,0.5209407,1.315803,0.6062263,1.003281,0.9782193
k_ppt78,0.8184827,1.106363,0.7843898,0.7227519,1.618427,0.5283564,0.8299308,0.5361289,1.692378,0.9770066,1.042638,1.043814,1.673460,2.200432,0.7155689,1.297070,0.8969274,0.6765739,1.585857,1.092923,1.021514,1.412163,1.926998,1.194749,3.654715,1.141610,0.5889569,0.6483366,1.086984,3.079510,2.809016,1.265767,2.228856,1.009631,0.6953376,1.471706,0.9815852,2.489943,6.104418,1.524025,1.009777,0.7617020,1.286072,0.7530010,0.5190110,1.136603,1.658611,1.260962,1.494747,1.054057
k_ppt79,4.254007,1.445530,0.7004914,0.8752437,2.002395,0.9792946,1.626745,1.113848,1.383927,1.406442,1.673079,0.9121070,0.9224411,1.800683,3.497965,0.9058978,4.572423,1.842775,1.127944,0.7359420,0.8164323,1.598120,3.295357,0.5855515,2.704282,0.9924982,1.032931,0.2933065,2.400216,4.272224,2.446520,1.773370,3.941228,1.506317,2.252870,0.6312494,0.9614907,1.861996,1.243781,0.8201478,3.171256,0.6784900,1.109631,0.6288862,0.5102141,1.901742,1.208044,1.010271,1.975952,1.922775
k_ppt80,0.9060417,0.3779860,0.4270631,1.684542,2.355598,1.026322,5.376847,0.9694699,5.757432,1.108364,1.486891,0.9130400,1.064448,0.6880547,1.921642,0.9238042,4.042153,1.346017,1.313330,0.4451629,0.7076332,1.623521,2.039912,2.417691,1.436431,1.543651,2.406198,0.5475727,1.716314,2.471077,4.028685,1.579717,2.228172,1.273109,0.8029318,2.465398,0.4481074,1.229816,1.703559,0.9661975,1.337716,1.599675,2.794547,0.9702986,0.5049302,0.4888103,0.6661223,1.250142,1.849622,5.150973
k_ppt81,2.433219,0.8625600,0.8422554,0.4641602,1.514739,1.133332,1.623765,0.8756531,0.7450266,1.231040,4.910697,1.738946,1.677976,2.826332,1.170968,1.148962,0.6692698,0.7720294,0.9488575,1.491639,0.6725201,0.8914420,0.5316954,2.880334,2.287675,1.851077,1.055159,1.400013,1.022529,2.199337,0.9564014,0.9403256,0.7722239,1.172568,0.4268068,1.144826,1.334610,1.585944,1.638847,0.8836024,2.443811,0.7130179,0.9807418,1.466057,3.831318,1.015923,1.485852,0.7214295,1.239053,0.9101725
k_ppt82,0.9832582,1.249909,2.022359,0.7986441,2.773671,1.642189,0.6859249,0.9008313,1.208692,4.114145,1.378568,0.6777136,1.917049,1.258803,0.4258327,0.8650854,1.247153,2.056946,1.011802,1.178978,0.7794794,1.860038,0.7793488,0.5986287,1.934927,1.923524,0.9852356,1.178216,2.561046,1.852460,0.4448625,0.5846299,0.6214375,1.868585,2.904390,0.9422102,2.786806,1.274818,2.964080,0.5947183,1.381583,0.9391374,2.003407,1.145006,2.011675,0.6189849,2.615853,0.5689794,0.6842508,1.554914
k_ppt83,0.5111496,1.946270,1.724639,0.8869411,1.268650,1.837560,0.4172398,2.210978,1.452506,1.919916,1.130852,1.782748,2.132928,0.4110148,1.301877,1.439014,1.582111,3.387124,1.277638,1.432007,1.832446,3.023443,0.6552877,0.5488436,0.5730567,1.403464,1.327929,2.695049,0.6297096,0.3064345,0.5293434,1.357627,0.5481582,0.7421099,3.234077,1.054989,1.170098,1.883253,0.6343350,0.4969128,1.169192,0.7963384,1.006092,1.325212,2.287253,1.328611,1.275598,0.3638289,2.005781,1.437201
k_ppt84,0.5518337,2.429170,0.6125173,2.786431,3.448926,1.432276,1.097318,0.8959764,0.5209744,1.030025,1.153267,1.998565,1.305658,0.5329962,1.715792,0.8357423,0.3790589,1.499175,0.8519082,1.766481,0.8485715,0.8982026,0.8362458,1.295591,1.806772,0.9237489,0.7877626,2.750449,0.5956046,0.6362633,0.7087006,0.9092575,0.3378275,1.551612,3.355734,1.296564,1.044697,0.5321718,0.7271850,1.598489,1.099157,0.6978473,1.309556,0.8660930,1.477776,1.233436,0.7028444,1.004119,2.052204,0.8913829
k_ppt85,0.9626253,1.121853,0.9590824,0.7580938,0.6566296,1.034058,0.6448911,0.3080638,0.2835520,0.5216467,0.7875042,0.6012502,1.633063,1.094542,1.328987,0.6713223,0.9604663,0.6533971,0.4484614,1.992323,1.004437,1.118936,1.146991,0.5496802,3.176472,0.5804412,0.6255020,0.8685087,1.556543,1.053452,2.115565,1.160685,0.6868372,1.099586,0.7195716,0.5459305,0.9069141,1.095150,0.9429827,0.5787977,0.8106844,1.937043,0.7748432,0.9557747,0.8011034,0.8424646,1.102049,2.092333,1.201281,0.7756778
k_ppt86,1.565347,0.9048421,1.966485,0.6244409,0.5809353,0.3548926,0.5185415,0.3221666,0.9282007,0.3891657,0.3766542,1.160824,0.9218743,1.057096,1.822116,1.604760,0.9474698,0.8175579,0.4436833,1.965397,0.5847030,1.218176,0.6976197,1.430347,2.328156,0.4417192,0.7057334,0.5951895,1.275988,0.4320145,1.611686,0.5479012,0.5440172,1.189844,1.175648,0.7321815,1.363590,1.420049,1.219679,0.8209580,0.5027933,0.2606301,1.121033,1.363861,0.5156197,0.5776025,0.6849152,2.128966,0.4864495,0.4848847
k_ppt87,4.253914,2.016021,1.634167,0.8448916,1.561287,0.7522300,0.9741669,2.171268,0.6692619,0.5299781,0.5767607,0.5935125,1.297876,1.280593,1.069080,1.891845,1.961930,0.6303097,0.4511218,0.8384758,1.319478,0.9853849,1.002922,1.067286,0.9201430,0.7583593,0.8346793,0.5844567,0.5025919,0.6377200,0.4790559,1.725519,2.471177,1.066465,0.5478725,0.7414983,0.8290118,0.8500714,2.240371,1.425809,0.6813865,0.5466254,0.6129871,1.470394,0.4632630,1.037445,1.055600,1.095268,0.5598809,1.254425
k_ppt88,1.228699,1.085930,0.8824276,1.292109,0.8282028,1.464478,2.490093,1.597812,1.586550,0.9446277,1.185743,0.6409642,1.109874,0.6774370,0.6505784,0.5106307,1.345063,0.9549914,1.076226,0.3732809,0.5640260,1.197219,1.094533,1.227019,1.273517,0.8713378,1.842163,1.123282,1.207365,0.9452598,0.5722343,1.369128,2.643679,1.602847,0.2512738,1.282584,0.8317425,0.6697597,1.529173,1.786913,0.5898357,1.566520,0.4903096,1.174069,1.068314,0.8443028,0.6918132,0.8023403,1.343917,3.193400
k_ppt89,0.9552122,1.100874,0.2640271,0.7452281,0.7465019,0.7045491,1.360241,1.382532,0.4049523,1.714323,3.059999,1.091845,1.124254,1.333105,0.7961308,1.388892,1.212854,0.8293388,1.916006,1.148701,1.125990,0.5553000,0.9657896,1.852638,0.6226823,1.227436,0.3530939,0.5670787,0.9510244,0.5983789,2.202614,1.826990,1.113513,1.194655,0.8512302,0.7409997,3.086350,0.3500376,1.283014,0.4435795,1.527575,0.5808741,1.232805,0.9360055,0.6910759,1.852087,0.3321740,0.7371164,0.6662015,0.6003199
k_ppt90,0.5062439,0.9708142,2.510798,0.8152776,0.5595308,0.9171859,0.3848663,0.9067127,0.3139620,4.221847,2.650240,0.6713178,0.9526369,0.3866582,0.2212677,0.6868382,0.9672132,1.219216,2.038311,0.3406585,2.890956,1.035179,1.059860,0.5759506,0.6431121,0.9637975,1.082153,0.7167366,0.2789719,1.369769,1.720667,0.8190513,0.8023413,0.8223132,1.928696,0.8208669,0.6855094,0.6254414,1.162198,0.5505902,0.4853421,1.847251,0.7931937,0.9127555,1.387659,0.5039801,1.277054,0.5829320,0.4639755,0.6966434
k_ppt91,0.3282105,1.287985,0.9031641,1.105793,0.6128078,0.5364183,0.6538710,0.4017342,1.132978,2.484138,1.075458,1.251865,1.140093,0.1702247,0.6133799,1.272836,1.002433,1.084760,0.9822357,0.3920651,1.021615,0.4690671,2.284915,0.4692342,0.4659165,3.339867,1.750095,3.986721,0.5882012,0.4036686,0.4363916,0.5214930,0.4905116,0.4746481,1.435373,1.172540,1.614849,0.6110401,0.5900446,1.116754,0.4657322,1.148325,2.214831,1.424942,0.5669865,0.7467935,1.924300,1.961244,0.6336285,1.025615
k_ppt92,1.335169,0.8011168,0.2865261,1.625039,0.4965018,0.3565289,0.2812687,1.237463,1.058148,1.475557,1.177763,0.7569746,1.446763,0.7577203,0.8214722,2.260433,0.6842225,1.080717,1.452356,1.001671,1.364906,0.4744732,0.5747806,0.5611881,0.5416118,2.259398,1.380300,1.856241,0.2930275,0.4891831,0.8532122,0.4154678,0.5507124,0.7219607,1.014922,1.293757,0.7140310,0.3436342,0.1809908,1.164408,0.9678302,1.739596,1.167873,0.4542198,0.5466940,1.580725,0.8313944,0.9968032,0.8593094,0.2345216
k_ppt93,0.3379558,0.8016037,0.3499064,0.8485594,1.028212,0.3622111,0.1787420,0.8455182,0.8854362,1.287491,0.3907845,0.4791349,1.080707,0.6515395,1.486003,1.126125,0.5883648,0.4952369,0.8751674,1.307399,1.797327,0.3848907,2.364489,0.1736002,0.5330776,0.4588428,1.251246,0.8773839,1.135130,0.3007436,0.9196423,0.7487785,0.4590753,0.6644207,0.5293018,3.453196,0.3359597,0.8698534,0.2419706,1.703642,0.5934417,0.6268620,1.050293,0.6075670,0.3897590,1.404181,0.4825049,1.396154,0.7565973,0.3600532
k_ppt94,0.7334081,0.6311383,0.8494281,0.4111833,0.4083899,1.003413,0.6615252,0.4962777,1.181194,0.1412468,0.2711732,2.433868,0.2030715,0.7816826,1.910417,0.9696991,0.6990569,0.3715845,0.5079589,2.349113,0.5979941,1.047861,0.9165481,0.5692629,1.277260,0.8703197,0.3662620,0.5969638,1.001590,0.2766505,0.6559285,0.8561712,0.3383310,0.7591367,0.7594722,0.3885222,0.4256930,0.4924740,0.1160758,0.5843566,0.3504685,0.5042333,0.4736279,0.2777377,0.2580120,1.292034,0.2956635,1.435690,1.971172,1.006507
k_ppt95,0.8421217,1.231892,1.525829,0.5981167,0.7605470,1.253866,1.911906,2.416048,1.109666,0.2149530,0.5201987,0.8250091,0.7363040,1.785287,0.6278563,0.4800160,0.6349952,0.2944260,0.3932611,0.8812486,0.6774783,0.4836671,0.8724386,2.264129,0.5250054,0.2495896,0.3986642,0.6563565,0.7729738,0.3273154,1.023136,1.400335,1.346791,0.5815240,0.6975748,0.5410658,0.3273843,0.2486134,0.3256521,1.412200,0.4883774,0.7163332,0.2623918,0.4608869,0.5323406,1.440877,0.8037660,1.990144,2.577089,1.144601
k_ppt96,0.4639472,0.8832422,1.254269,1.016045,1.124195,0.9796511,1.925483,5.089411,0.7679851,0.5459878,0.4597579,0.5467744,0.5630968,0.9675084,0.3934158,0.6565924,0.6772567,0.6418807,0.7097839,1.259066,1.280374,1.174929,1.041774,1.493600,0.3323724,0.4760334,0.6084826,0.9135935,1.147923,1.233836,0.4117901,1.109899,1.437033,0.2115636,1.620539,0.4829933,0.4877857,0.9503010,0.8475953,1.181564,0.3668931,3.150262,0.4432228,1.402723,0.3865902,0.4656665,0.9883586,0.5515444,1.176641,1.014808
k_ppt97,2.034047,0.5042933,0.6928817,0.4961399,0.9253752,1.277558,0.9891654,0.9230623,0.3616772,0.5609765,4.411369,1.199473,0.4591967,0.5638013,0.5018792,0.5711519,0.5960122,1.726116,1.897723,0.7581574,0.4086339,0.7998450,0.4477015,0.9967689,0.4856236,0.7967819,0.7623484,0.3392207,0.6720386,0.7942546,1.125131,1.090171,0.9253333,1.787320,1.194413,0.5419064,1.445996,0.9630111,0.9543837,0.5591162,1.303489,0.5220952,0.4287813,0.5944303,1.603398,1.832453,0.6709655,0.7076007,0.4629159,0.8997204
k_ppt98,0.2985194,0.9199590,0.6486760,0.3855898,0.3891352,0.4017658,0.3243266,0.5458460,0.8581877,1.509712,0.6888566,0.5838231,1.042365,1.113126,0.3709243,0.6242647,0.8134626,0.6935233,0.6820093,0.3824252,0.9376629,0.4395663,0.6076590,0.5929492,1.295182,0.6452844,0.8410932,0.5409212,0.2462895,0.9194583,0.4457598,0.3174277,0.3447526,0.9199096,0.4275776,0.6207748,1.203236,0.9706207,0.9520005,0.2975342,0.4346094,0.6126569,0.9526999,1.213003,0.7532298,0.4422716,0.8438421,0.3846583,0.2562758,0.2617552
